Article URL,Nome do artigo,Categoria,Campanha,Data,Visitas Diretas,Novos usuários únicos,Clicks pagos,Tempo de leitura (minutos),Clicks redes sociais,Vezes pesquisados,Visualizações
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/01/2021, 72 , 115 , 0 , 1.264 , 187 , 32 , 384 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/02/2021, 32 , 52 , 0 , 448 , 84 , 15 , 201 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/03/2021, 1.632 , 2.611 , 0 , 19.679 , 4.243 , 734 , 8.216 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/04/2021, 0 , 0 , 0 , 31 , 0 , 0 , 15 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/06/2021, 19 , 30 , 0 , 420 , 48 , 8 , 178 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/07/2021, 0 , 0 , 0 , 20 , 0 , 0 , 16 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/08/2021, 11 , 17 , 0 , 240 , 28 , 5 , 62 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/09/2021, 0 , 0 , 0 , 105 , 0 , 0 , 52 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/10/2021, 158 , 253 , 0 , 1.729 , 412 , 71 , 876 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/11/2021, 2.378 , 3.805 , 0 , 20.799 , 6.183 , 1.070 , 11.955 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/12/2021, 76 , 122 , 0 , 498 , 198 , 34 , 469 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/13/2021, 0 , 0 , 0 , 83 , 0 , 0 , 63 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/14/2021, 7 , 11 , 0 , 407 , 18 , 3 , 123 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/15/2021, 5 , 9 , 0 , 388 , 14 , 2 , 114 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/16/2021, 11 , 17 , 0 , 528 , 28 , 5 , 139 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/17/2021, 4 , 6 , 0 , 401 , 10 , 2 , 109 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/18/2021, 50 , 81 , 0 , 566 , 131 , 23 , 317 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/19/2021, 6 , 10 , 0 , 98 , 16 , 3 , 70 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/20/2021, 20 , 33 , 0 , 279 , 53 , 9 , 200 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/21/2021, 5 , 8 , 0 , 192 , 12 , 2 , 116 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/22/2021, 77 , 123 , 0 , 714 , 200 , 35 , 414 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/23/2021, 237 , 379 , 0 , 5.130 , 616 , 107 , 1.283 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/24/2021, 66 , 106 , 0 , 537 , 173 , 30 , 332 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/25/2021, 33 , 53 , 0 , 400 , 86 , 15 , 205 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/26/2021, 94 , 150 , 0 , 1.284 , 243 , 42 , 523 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/27/2021, 241 , 386 , 0 , 3.577 , 627 , 109 , 1.222 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/28/2021, 115 , 184 , 0 , 1.785 , 298 , 52 , 589 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/29/2021, 34 , 54 , 0 , 558 , 88 , 15 , 174 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/30/2021, 107 , 172 , 0 , 819 , 279 , 48 , 625 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,08/31/2021, 76 , 122 , 0 , 1.411 , 198 , 34 , 408 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/01/2021, 33 , 52 , 0 , 541 , 85 , 15 , 191 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/02/2021, 160 , 256 , 0 , 1.825 , 416 , 72 , 827 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/03/2021, 5 , 9 , 0 , 330 , 14 , 2 , 119 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/04/2021, 120 , 192 , 0 , 1.187 , 312 , 54 , 685 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/05/2021, 46 , 73 , 0 , 1.219 , 119 , 21 , 321 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/06/2021, 3.635 , 5.816 , 0 , 21.214 , 9.452 , 1.636 , 18.199 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/07/2021, 1.965 , 3.144 , 0 , 23.211 , 5.109 , 884 , 9.880 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/08/2021, 1.009 , 1.614 , 0 , 7.986 , 2.623 , 454 , 5.089 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/09/2021, 144 , 230 , 0 , 997 , 374 , 65 , 814 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/10/2021, 102 , 164 , 0 , 925 , 266 , 46 , 584 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/11/2021, 132 , 211 , 0 , 2.615 , 343 , 59 , 730 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/12/2021, 19 , 30 , 0 , 100 , 49 , 9 , 97 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/13/2021, 90 , 144 , 0 , 1.386 , 234 , 41 , 479 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/14/2021, 12 , 19 , 0 , 149 , 30 , 5 , 63 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/15/2021, 7 , 12 , 0 , 197 , 19 , 3 , 50 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/16/2021, 2 , 4 , 0 , 32 , 6 , 1 , 13 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/18/2021, 399 , 638 , 0 , 3.926 , 1.037 , 180 , 2.022 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/19/2021, 31 , 49 , 0 , 798 , 80 , 14 , 201 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/20/2021, 16 , 25 , 0 , 382 , 41 , 7 , 104 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/21/2021, 40 , 64 , 0 , 694 , 104 , 18 , 238 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/23/2021, 9 , 15 , 0 , 452 , 24 , 4 , 118 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/25/2021, 51 , 82 , 0 , 592 , 133 , 23 , 291 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,09/26/2021, 14 , 22 , 0 , 221 , 36 , 6 , 86 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,10/03/2021, 19 , 31 , 0 , 236 , 50 , 9 , 145 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,10/06/2021, 0 , 0 , 0 , 46 , 0 , 0 , 16 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,10/12/2021, 0 , 0 , 0 , 15 , 0 , 0 , 5 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,10/17/2021, 6 , 10 , 0 , 163 , 16 , 3 , 123 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,10/18/2021, 15 , 25 , 0 , 183 , 40 , 7 , 131 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,10/20/2021, 0 , 0 , 0 , 86 , 0 , 0 , 38 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,10/24/2021, 0 , 0 , 0 , 63 , 0 , 0 , 51 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,10/27/2021, 3 , 5 , 0 , 22 , 8 , 1 , 16 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,11/01/2021, 0 , 0 , 0 , 108 , 0 , 0 , 48 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,11/03/2021, 10 , 15 , 0 , 162 , 25 , 4 , 52 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,11/14/2021, 11 , 17 , 0 , 164 , 28 , 5 , 64 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,11/23/2021, 128 , 205 , 0 , 1.644 , 333 , 58 , 652 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,11/25/2021, 37 , 59 , 0 , 288 , 96 , 17 , 265 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,11/29/2021, 41 , 65 , 0 , 891 , 106 , 18 , 238 
Article_17,As idéias o deixam se você não as usar?,Gestão,1047,11/30/2021, 12 , 19 , 0 , 231 , 31 , 5 , 61 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/09/2021, 32 , 51 , 0 , 596 , 82 , 14 , 184 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/10/2021, 68 , 109 , 0 , 1.190 , 177 , 31 , 386 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/11/2021, 6.636 , 10.618 , 0 , 115.704 , 17.254 , 2.986 , 33.275 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/12/2021, 3.096 , 4.954 , 0 , 51.255 , 8.050 , 1.393 , 15.518 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/13/2021, 342 , 547 , 0 , 3.228 , 889 , 154 , 1.796 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/14/2021, 33 , 53 , 0 , 920 , 86 , 15 , 240 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/15/2021, 558 , 892 , 0 , 7.086 , 1.450 , 251 , 2.833 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/16/2021, 133 , 212 , 0 , 1.793 , 345 , 60 , 755 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/17/2021, 68 , 109 , 0 , 843 , 178 , 31 , 377 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/18/2021, 240 , 384 , 0 , 3.378 , 624 , 108 , 1.281 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/19/2021, 36 , 58 , 0 , 685 , 94 , 16 , 261 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/20/2021, 1.940 , 3.105 , 0 , 34.501 , 5.045 , 873 , 9.790 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/21/2021, 6 , 9 , 0 , 178 , 15 , 3 , 86 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/22/2021, 7 , 12 , 0 , 265 , 19 , 3 , 93 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/23/2021, 9 , 14 , 0 , 272 , 23 , 4 , 94 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/24/2021, 24 , 38 , 0 , 353 , 62 , 11 , 186 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/25/2021, 92 , 148 , 0 , 1.486 , 240 , 42 , 472 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/26/2021, 19 , 31 , 0 , 736 , 50 , 9 , 192 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/27/2021, 4 , 7 , 0 , 44 , 11 , 2 , 38 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/28/2021, 357 , 572 , 0 , 6.894 , 929 , 161 , 1.874 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/29/2021, 7 , 11 , 0 , 307 , 17 , 3 , 99 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,06/30/2021, 49 , 78 , 0 , 605 , 127 , 22 , 250 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/01/2021, 78 , 125 , 0 , 1.543 , 204 , 35 , 417 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/02/2021, 69 , 110 , 0 , 1.432 , 179 , 31 , 432 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/03/2021, 497 , 795 , 0 , 2.642 , 1.292 , 224 , 2.523 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/04/2021, 175 , 280 , 0 , 1.798 , 456 , 79 , 929 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/05/2021, 38 , 61 , 0 , 823 , 100 , 17 , 290 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/06/2021, 102 , 164 , 0 , 1.281 , 266 , 46 , 528 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/07/2021, 47 , 75 , 0 , 976 , 122 , 21 , 315 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/08/2021, 51 , 81 , 0 , 293 , 132 , 23 , 259 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/09/2021, 117 , 187 , 0 , 685 , 304 , 53 , 608 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/10/2021, 46 , 74 , 0 , 813 , 120 , 21 , 260 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/11/2021, 14 , 23 , 0 , 521 , 37 , 6 , 141 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/12/2021, 15 , 24 , 0 , 194 , 39 , 7 , 110 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/13/2021, 18 , 29 , 0 , 161 , 47 , 8 , 116 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/14/2021, 58 , 92 , 0 , 447 , 150 , 26 , 373 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/15/2021, 10 , 16 , 0 , 464 , 27 , 5 , 127 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/16/2021, 63 , 101 , 0 , 589 , 164 , 28 , 413 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/17/2021, 22 , 36 , 0 , 376 , 58 , 10 , 165 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/18/2021, 176 , 282 , 0 , 3.283 , 459 , 79 , 883 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/19/2021, 230 , 367 , 0 , 3.529 , 597 , 103 , 1.156 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/20/2021, 25 , 39 , 0 , 537 , 64 , 11 , 191 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/21/2021, 22 , 36 , 0 , 355 , 58 , 10 , 159 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/22/2021, 140 , 225 , 0 , 1.963 , 365 , 63 , 786 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/23/2021, 3.240 , 5.184 , 0 , 62.619 , 8.424 , 1.458 , 16.225 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/24/2021, 294 , 470 , 0 , 1.905 , 764 , 132 , 1.517 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/25/2021, 828 , 1.325 , 0 , 5.540 , 2.153 , 373 , 4.240 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/26/2021, 136 , 218 , 0 , 1.379 , 354 , 61 , 707 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/27/2021, 16 , 25 , 0 , 429 , 41 , 7 , 122 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/28/2021, 41 , 66 , 0 , 687 , 107 , 18 , 288 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/29/2021, 130 , 207 , 0 , 2.040 , 337 , 58 , 664 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/30/2021, 7 , 11 , 0 , 308 , 18 , 3 , 90 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,07/31/2021, 36 , 58 , 0 , 694 , 95 , 16 , 279 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/01/2021, 14 , 23 , 0 , 98 , 37 , 6 , 74 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/02/2021, 118 , 188 , 0 , 2.198 , 306 , 53 , 606 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/03/2021, 19 , 31 , 0 , 287 , 50 , 9 , 100 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/04/2021, 73 , 116 , 0 , 673 , 189 , 33 , 460 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/05/2021, 18 , 29 , 0 , 403 , 48 , 8 , 137 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/06/2021, 157 , 251 , 0 , 1.363 , 407 , 70 , 786 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/07/2021, 24 , 38 , 0 , 516 , 62 , 11 , 164 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/08/2021, 0 , 0 , 0 , 110 , 0 , 0 , 29 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/09/2021, 120 , 192 , 0 , 1.350 , 312 , 54 , 675 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/10/2021, 202 , 323 , 0 , 1.824 , 524 , 91 , 1.070 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/11/2021, 31 , 50 , 0 , 827 , 81 , 14 , 246 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/12/2021, 100 , 159 , 0 , 1.414 , 259 , 45 , 560 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/13/2021, 91 , 146 , 0 , 1.141 , 237 , 41 , 504 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/14/2021, 1.325 , 2.120 , 0 , 12.518 , 3.444 , 596 , 6.649 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/15/2021, 99 , 158 , 0 , 1.859 , 257 , 45 , 562 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/16/2021, 245 , 392 , 0 , 4.904 , 636 , 110 , 1.248 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/17/2021, 252 , 403 , 0 , 3.699 , 655 , 113 , 1.332 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/18/2021, 155 , 248 , 0 , 1.333 , 402 , 70 , 813 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/19/2021, 117 , 187 , 0 , 2.053 , 304 , 53 , 634 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/20/2021, 29 , 46 , 0 , 360 , 74 , 13 , 194 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/21/2021, 123 , 197 , 0 , 2.583 , 320 , 55 , 648 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/22/2021, 29 , 47 , 0 , 797 , 76 , 13 , 239 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/23/2021, 307 , 492 , 0 , 4.807 , 799 , 138 , 1.561 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/24/2021, 50 , 81 , 0 , 745 , 131 , 23 , 277 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/25/2021, 220 , 352 , 0 , 1.140 , 572 , 99 , 1.108 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/26/2021, 130 , 208 , 0 , 954 , 338 , 59 , 701 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/27/2021, 384 , 614 , 0 , 4.335 , 998 , 173 , 1.963 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/28/2021, 77 , 123 , 0 , 1.318 , 200 , 35 , 412 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/29/2021, 90 , 143 , 0 , 1.056 , 233 , 40 , 519 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/30/2021, 116 , 186 , 0 , 1.223 , 303 , 52 , 612 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,08/31/2021, 334 , 535 , 0 , 4.639 , 869 , 150 , 1.716 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/01/2021, 53 , 84 , 0 , 410 , 137 , 24 , 278 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/02/2021, 24 , 38 , 0 , 265 , 62 , 11 , 181 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/03/2021, 93 , 149 , 0 , 874 , 242 , 42 , 508 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/04/2021, 58 , 92 , 0 , 1.020 , 150 , 26 , 330 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/05/2021, 69 , 110 , 0 , 444 , 179 , 31 , 393 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/07/2021, 0 , 0 , 0 , 108 , 0 , 0 , 65 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/08/2021, 167 , 268 , 0 , 3.128 , 435 , 75 , 854 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/09/2021, 2.578 , 4.125 , 0 , 42.905 , 6.704 , 1.160 , 12.946 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/10/2021, 230 , 369 , 0 , 2.713 , 599 , 104 , 1.246 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/11/2021, 55 , 88 , 0 , 363 , 144 , 25 , 326 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/12/2021, 992 , 1.587 , 0 , 18.743 , 2.579 , 446 , 5.056 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/13/2021, 614 , 982 , 0 , 5.673 , 1.596 , 276 , 3.123 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/14/2021, 73 , 116 , 0 , 1.558 , 189 , 33 , 441 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/15/2021, 454 , 726 , 0 , 7.608 , 1.179 , 204 , 2.299 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/16/2021, 54 , 86 , 0 , 1.076 , 140 , 24 , 313 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/17/2021, 384 , 614 , 0 , 6.878 , 998 , 173 , 1.921 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/18/2021, 123 , 197 , 0 , 1.857 , 320 , 55 , 711 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/19/2021, 301 , 481 , 0 , 2.731 , 782 , 135 , 1.505 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/20/2021, 101 , 162 , 0 , 2.094 , 263 , 46 , 524 
Article_18,Tecnologia em que você deve investir agora,Negócios,1047,09/21/2021, 12 , 19 , 0 , 250 , 31 , 5 , 100 
